time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-29 00:00:00+00:00,47,11,0,0
2026-04-30 00:00:00+00:00,31,8,0,0
2026-05-01 00:00:00+00:00,18,4,0,0
2026-05-02 00:00:00+00:00,19,5,0,0
2026-05-03 00:00:00+00:00,34,12,0,0
2026-05-04 00:00:00+00:00,40,10,0,0
2026-05-05 00:00:00+00:00,43,13,0,0
2026-05-06 00:00:00+00:00,17,4,0,0
2026-05-07 00:00:00+00:00,10,6,0,0
2026-05-08 00:00:00+00:00,13,4,0,0
2026-05-09 00:00:00+00:00,16,7,0,0
2026-05-10 00:00:00+00:00,9,4,1,1
2026-05-11 00:00:00+00:00,7,3,0,0
2026-05-12 00:00:00+00:00,12,3,0,0
